date,relevant_issuer,X7,X8,X9,X10
2023-08-07,GOTO,0.17832603,0.32709184,9,18
2023-08-08,ARTO,0.34039333,0.06289291,5,1
2023-08-08,BBCA,0.1261425,0.3455749,4,15
2023-08-08,BBNI,0.25419673,0.23428918,5,5
2023-08-08,BBRI,0.22576146,0.29783812,8,14
2023-08-08,BBTN,0.3082829,0.11129595,7,2
2023-08-08,BMRI,0.18111612,0.14654885,5,5
2023-08-08,BRIS,0.18334259,0.26772767,5,7
2023-08-08,GOTO,0.21941641,0.32629985,23,30
2023-08-09,ARTO,0.11438212,0.19473684,2,3
2023-08-09,BBCA,0.17494906,0.23503548,12,16
2023-08-09,BBNI,0.20642333,0.20915191,5,5
2023-08-09,BBRI,0.1951494,0.22768942,9,10
2023-08-09,BBTN,0.29957253,0.09533715,5,2
2023-08-09,BMRI,0.20152822,0.23061945,9,11
2023-08-09,BRIS,0.15482451,0.16411173,3,3
2023-08-09,GOTO,0.21104883,0.30374056,21,32
2023-08-10,ARTO,0.13390507,0.3198782,1,3
2023-08-10,BBCA,0.20446217,0.2798383,13,13
2023-08-10,BBNI,0.10158479,0.14461443,2,2
2023-08-10,BBRI,0.15444769,0.29863328,7,11
2023-08-10,BBTN,0.12402248,0.44663575,2,6
2023-08-10,BMRI,0.25359303,0.15485248,14,6
2023-08-10,BRIS,0.1896082,0.34462193,4,6
2023-08-10,GOTO,0.22358733,0.29003754,25,27
2023-08-11,ARTO,0.20748428,0.20796189,2,2
2023-08-11,BBCA,0.3208882,0.25035673,12,11
2023-08-11,BBNI,0.18669891,0.22095774,4,5
2023-08-11,BBRI,0.3194022,0.202455,13,8
2023-08-11,BBTN,0.32647383,0.10103641,4,1
2023-08-11,BMRI,0.29565737,0.17695561,12,8
2023-08-11,BRIS,0.37357613,0.35076275,11,8
2023-08-11,GOTO,0.24563897,0.25916588,25,24
2023-08-12,ARTO,0.43322858,0.47735876,2,3
2023-08-12,BBCA,0.18773347,0.30770138,2,3
2023-08-12,BBNI,0.22946319,0.033094116,2,0
2023-08-12,BBRI,0.16418862,0.29260802,2,2
2023-08-12,BBTN,0.25030747,0.0035920984,1,0
2023-08-12,BMRI,0.35696796,0.12431126,3,1
2023-08-12,BRIS,0.27083877,0.35277525,2,3
2023-08-12,GOTO,0.26729718,0.28995144,7,10
2023-08-13,ARTO,0.24543752,0.66331166,1,2
2023-08-13,BBCA,0.1894908,0.23548254,1,1
2023-08-13,BBNI,0.022249311,0.21436283,0,3
2023-08-13,BBRI,0.17568845,0.33434546,3,6
2023-08-13,BBTN,0.033804737,0.47016078,0,1
2023-08-13,BMRI,0.18632032,0.36929342,2,5
2023-08-13,BRIS,0.08094966,0.35492516,1,3
2023-08-13,GOTO,0.19175617,0.2889201,7,12
2023-08-14,ARTO,0.32655367,0.28326187,5,4
2023-08-14,BBCA,0.19254664,0.18998161,10,9
2023-08-14,BBNI,0.191516,0.1559752,9,7
2023-08-14,BBRI,0.2588449,0.14632991,11,5
2023-08-14,BBTN,0.06182458,0.29375008,0,1
2023-08-14,BMRI,0.23607764,0.122485,10,5
2023-08-14,BRIS,0.12517822,0.116148874,3,2
2023-08-14,GOTO,0.19363041,0.2836786,16,25
2023-08-15,ARTO,0.4301678,0.2168464,4,3
2023-08-15,BBCA,0.24674237,0.2819121,10,10
2023-08-15,BBNI,0.11336201,0.113901295,3,2
2023-08-15,BBRI,0.2686571,0.24091846,12,11
2023-08-15,BBTN,0.24447106,0.024763873,3,0
2023-08-15,BMRI,0.15208621,0.21244402,3,5
2023-08-15,BRIS,0.24912821,0.13287942,11,5
2023-08-15,GOTO,0.25785062,0.27159402,27,31
2023-08-16,ARTO,0.1885619,0.25802526,4,6
2023-08-16,BBCA,0.09589666,0.10459631,1,2
2023-08-16,BBNI,0.11306708,0.1438328,3,4
2023-08-16,BBRI,0.18185861,0.2722756,13,21
2023-08-16,BBTN,0.2849255,0.13286227,2,1
2023-08-16,BMRI,0.1612174,0.15204804,6,8
2023-08-16,BRIS,0.20819466,0.24547558,6,5
2023-08-16,GOTO,0.22730726,0.31706917,24,29
2023-08-17,ARTO,0.4016313,0.029769465,2,0
2023-08-17,BBCA,0.31179905,0.21475136,4,4
2023-08-17,BBNI,0.5335486,0.027487032,3,0
2023-08-17,BBRI,0.41768923,0.16663943,6,2
2023-08-17,BBTN,0.60108805,0.00682987,3,0
2023-08-17,BMRI,0.32338756,0.1707638,2,1
2023-08-17,BRIS,0.32261404,0.09050801,3,0
2023-08-17,GOTO,0.25612253,0.3417732,6,9
2023-08-18,ARTO,0.22596501,0.25439876,1,2
2023-08-18,BBCA,0.33706477,0.19013819,11,7
2023-08-18,BBNI,0.15963429,0.3327092,3,6
2023-08-18,BBRI,0.08287008,0.2044597,2,8
2023-08-18,BBTN,0.49045888,0.11227851,5,0
2023-08-18,BMRI,0.2827843,0.17824881,10,6
2023-08-18,BRIS,0.27977958,0.2975403,8,8
2023-08-18,GOTO,0.29887417,0.27722895,20,17
2023-08-19,ARTO,0.1428274,0.39354756,1,1
2023-08-19,BBCA,0.10982388,0.36089385,1,1
2023-08-19,BBNI,0.004706211,0.076484896,0,0
2023-08-19,BBRI,0.38454783,0.17985304,6,1
2023-08-19,BBTN,0.36689126,0.18996346,0,0
2023-08-19,BMRI,0.5967864,0.089096956,4,0
2023-08-19,BRIS,0.16818835,0.20376754,1,0
2023-08-19,GOTO,0.24305642,0.27130553,5,7
2023-08-20,ARTO,0.09430949,0.011586122,0,0
2023-08-20,BBCA,0.1094509,0.382015,1,4
2023-08-20,BBNI,0.32438663,0.022572309,3,0
2023-08-20,BBRI,0.07968802,0.23794962,0,3
2023-08-20,BBTN,0.2654797,0.05655107,1,0
2023-08-20,BMRI,0.3686034,0.13564345,7,2
2023-08-20,BRIS,0.013225775,0.06278484,0,1
2023-08-20,GOTO,0.22478649,0.25656396,4,5
2023-08-21,ARTO,0.2924702,0.23161,5,3
2023-08-21,BBCA,0.1934051,0.29224446,7,11
2023-08-21,BBNI,0.44477352,0.06492635,7,1
2023-08-21,BBRI,0.18608989,0.24501735,6,8
2023-08-21,BBTN,0.08980968,0.47832346,1,4
2023-08-21,BMRI,0.32759532,0.069872096,9,1
2023-08-21,BRIS,0.23292732,0.40117168,3,4
2023-08-21,GOTO,0.25893223,0.29733247,26,29
2023-08-22,ARTO,0.55861086,0.21699646,3,1
2023-08-22,BBCA,0.19797258,0.104685634,7,3
2023-08-22,BBNI,0.3430662,0.113872826,11,4
2023-08-22,BBRI,0.17701657,0.109745145,7,2
2023-08-22,BBTN,0.24448702,0.27489808,4,3
2023-08-22,BMRI,0.26942632,0.10210891,13,4
2023-08-22,BRIS,0.200831,0.36849123,3,6
2023-08-22,GOTO,0.18172634,0.29868096,18,29
2023-08-23,ARTO,0.35867354,0.13856757,3,1
2023-08-23,BBCA,0.3079425,0.12727499,14,5
2023-08-23,BBNI,0.16879162,0.14999184,3,3
2023-08-23,BBRI,0.2366705,0.23885234,8,9
2023-08-23,BBTN,0.22044902,0.37225363,3,6
2023-08-23,BMRI,0.31985065,0.15434957,13,6
2023-08-23,BRIS,0.15567923,0.3093548,3,6
2023-08-23,GOTO,0.22343634,0.32434678,23,31
2023-08-24,ARTO,0.090320304,0.15954542,1,1
2023-08-24,BBCA,0.16705163,0.18284653,7,4
2023-08-24,BBNI,0.18377815,0.02172226,3,0
2023-08-24,BBRI,0.24158807,0.27247038,9,8
2023-08-24,BBTN,0.1794144,0.15696569,2,2
2023-08-24,BMRI,0.22465506,0.115029804,7,3
2023-08-24,BRIS,0.20636888,0.11625523,2,1
2023-08-24,GOTO,0.19237563,0.37147906,22,40
2023-08-25,ARTO,0.22398064,0.03168993,2,0
2023-08-25,BBCA,0.21137042,0.29148674,5,6
2023-08-25,BBNI,0.42541254,0.117188886,5,1
2023-08-25,BBRI,0.2723487,0.25100192,6,5
2023-08-25,BBTN,0.076287195,0.26469806,1,2
2023-08-25,BMRI,0.11288293,0.26824698,2,3
2023-08-25,BRIS,0.2166882,0.18588175,3,2
2023-08-25,GOTO,0.2124601,0.2858146,20,26
2023-08-26,ARTO,0.00061301474,0.0028523828,0,0
2023-08-26,BBCA,0.10237528,0.26805153,1,3
2023-08-26,BBNI,0.19391622,0.061492883,1,0
2023-08-26,BBRI,0.17822781,0.027138293,2,0
2023-08-26,BBTN,0.007399472,0.0013476262,0,0
2023-08-26,BMRI,0.1908006,0.042434663,1,0
2023-08-26,BRIS,0.0037670627,0.9944741,0,3
2023-08-26,GOTO,0.11290371,0.33732054,2,9
2023-08-27,BBCA,0.15625529,0.15863931,3,4
2023-08-27,BBNI,0.20984624,0.25146192,1,2
2023-08-27,BBRI,0.14927287,0.094229676,3,2
2023-08-27,BBTN,0.32911825,0.16998802,2,1
2023-08-27,BMRI,0.17084439,0.08810294,2,1
2023-08-27,BRIS,0.15007788,0.38640368,1,3
2023-08-27,GOTO,0.21801995,0.24066181,5,5
2023-08-28,ARTO,0.19087894,0.22229317,2,2
2023-08-28,BBCA,0.2943579,0.12650248,11,5
2023-08-28,BBNI,0.053255156,0.1755943,0,3
2023-08-28,BBRI,0.16648768,0.205266,7,8
2023-08-28,BBTN,0.16324325,0.41107553,1,3
2023-08-28,BMRI,0.18510911,0.16512285,7,6
2023-08-28,BRIS,0.29248852,0.2466533,6,6
2023-08-28,GOTO,0.25336775,0.2907616,28,30
2023-08-29,ARTO,0.21565126,0.15150677,2,1
2023-08-29,BBCA,0.17357513,0.13753308,3,1
2023-08-29,BBNI,0.14893985,0.06255395,3,1
2023-08-29,BBRI,0.23852237,0.20562592,6,5
2023-08-29,BBTN,0.23333777,0.26561296,2,2
2023-08-29,BMRI,0.39025074,0.11079432,9,3
2023-08-29,BRIS,0.3990644,0.23348826,6,3
2023-08-29,GOTO,0.2388998,0.24720415,23,24
2023-08-30,ARTO,0.22134425,0.23632286,7,7
2023-08-30,BBCA,0.17521235,0.17693977,6,6
2023-08-30,BBNI,0.16203563,0.12969431,7,4
2023-08-30,BBRI,0.23010331,0.24225831,21,22
2023-08-30,BBTN,0.48115584,0.09185887,4,1
2023-08-30,BMRI,0.25277367,0.1385645,12,6
2023-08-30,BRIS,0.11746087,0.2440176,3,7
2023-08-30,GOTO,0.24338265,0.22041072,24,21
2023-08-31,ARTO,0.39543745,0.06759345,6,1
2023-08-31,BBCA,0.13428591,0.15642492,3,4
2023-08-31,BBNI,0.08117003,0.27001122,1,4
2023-08-31,BBRI,0.27706802,0.23153727,14,11
2023-08-31,BBTN,0.17112017,0.35755756,1,2
2023-08-31,BMRI,0.19448224,0.13155024,5,4
2023-08-31,BRIS,0.18952364,0.24414611,6,7
2023-08-31,GOTO,0.2933416,0.2626061,31,26
2023-09-01,ARTO,0.24583085,0.2371771,1,2
2023-09-01,BBCA,0.19846499,0.33970875,5,9
2023-09-01,BBNI,0.18619479,0.10672081,2,1
2023-09-01,BBRI,0.15659878,0.27363452,7,12
2023-09-01,BBTN,0.122113794,0.10019845,1,1
2023-09-01,BMRI,0.36973175,0.07184751,10,2
2023-09-01,BRIS,0.14954644,0.1828982,5,4
2023-09-01,GOTO,0.2028734,0.22233555,17,19
2023-09-02,ARTO,0.3313569,0.0027484894,1,0
2023-09-02,BBCA,0.13335678,0.13284327,2,1
2023-09-02,BBNI,0.30166468,0.05258911,2,0
2023-09-02,BBRI,0.15524468,0.1289618,2,1
2023-09-02,BBTN,0.498103,0.00097578863,1,0
2023-09-02,BMRI,0.19194941,0.12640199,2,1
2023-09-02,BRIS,0.2150339,0.307235,1,2
2023-09-02,GOTO,0.27602577,0.31653497,4,6
2023-09-03,ARTO,0.49313968,0.0033256868,2,0
2023-09-03,BBCA,0.1672904,0.21669674,2,2
2023-09-03,BBNI,0.2515354,0.24364217,1,1
2023-09-03,BBRI,0.13085473,0.113307305,2,1
2023-09-03,BBTN,0.0042198375,0.49282873,0,1
2023-09-03,BMRI,0.42812216,0.0019464467,6,0
2023-09-03,BRIS,0.35249335,0.30845523,1,1
2023-09-03,GOTO,0.21250427,0.42848918,6,12
2023-09-04,ARTO,0.13587138,0.3198849,2,7
2023-09-04,BBCA,0.22898664,0.08358627,9,2
2023-09-04,BBNI,0.25249457,0.11556794,14,6
2023-09-04,BBRI,0.21278293,0.17691912,10,7
2023-09-04,BBTN,0.24283835,0.2754597,5,3
2023-09-04,BMRI,0.18358949,0.07159093,7,3
2023-09-04,BRIS,0.274029,0.2380241,6,4
2023-09-04,GOTO,0.20138328,0.2557025,13,15
2023-09-05,ARTO,0.082311705,0.3645293,1,5
2023-09-05,BBCA,0.17228444,0.15595995,4,4
2023-09-05,BBNI,0.24110155,0.13844682,14,7
2023-09-05,BBRI,0.1191925,0.30722442,6,17
2023-09-05,BBTN,0.08764806,0.26485687,1,3
2023-09-05,BMRI,0.18662867,0.1556166,4,3
2023-09-05,BRIS,0.15089323,0.3556814,5,9
2023-09-05,GOTO,0.22686307,0.26248726,16,16
2023-09-06,ARTO,0.11118303,0.13463284,1,1
2023-09-06,BBCA,0.13849425,0.37916282,5,16
2023-09-06,BBNI,0.14702202,0.22227526,7,10
2023-09-06,BBRI,0.111516826,0.25254974,4,8
2023-09-06,BBTN,0.19867216,0.31784847,3,4
2023-09-06,BMRI,0.22731903,0.23614696,8,8
2023-09-06,BRIS,0.14365298,0.24802926,2,4
2023-09-06,GOTO,0.29277772,0.25344902,13,10
2023-09-07,ARTO,0.18109472,0.11248058,4,2
2023-09-07,BBCA,0.19421567,0.27376142,13,14
2023-09-07,BBNI,0.121612184,0.15116327,4,4
2023-09-07,BBRI,0.17533912,0.2744318,12,18
2023-09-07,BBTN,0.07485936,0.41102782,1,6
2023-09-07,BMRI,0.22130153,0.26619074,14,15
2023-09-07,BRIS,0.24410273,0.4011133,7,11
2023-09-07,GOTO,0.24279307,0.29678497,25,31
2023-09-08,ARTO,0.19239666,0.32494858,2,5
2023-09-08,BBCA,0.25750646,0.24252929,16,15
2023-09-08,BBNI,0.22522317,0.30062178,5,9
2023-09-08,BBRI,0.16960222,0.27151302,18,26
2023-09-08,BBTN,0.026008684,0.704334,0,3
2023-09-08,BMRI,0.23647796,0.21024549,12,9
2023-09-08,BRIS,0.2728865,0.15829542,4,3
2023-09-08,GOTO,0.21159983,0.2875096,12,20
2023-09-09,ARTO,0.56438035,0.1802962,2,1
2023-09-09,BBCA,0.24551634,0.13550797,5,3
2023-09-09,BBNI,0.31923163,0.0012146817,1,0
2023-09-09,BBRI,0.105015494,0.18596797,2,5
2023-09-09,BBTN,0.0074167466,0.0056664376,0,0
2023-09-09,BMRI,0.1395981,0.096535645,1,1
2023-09-09,BRIS,0.3024754,0.1835828,1,1
2023-09-09,GOTO,0.18018211,0.21121389,2,2
2023-09-10,ARTO,0.36321175,0.2923808,7,4
2023-09-10,BBCA,0.114511356,0.038059387,1,0
2023-09-10,BBNI,0.004723951,0.111468926,0,1
2023-09-10,BBRI,0.044180863,0.160043,0,2
2023-09-10,BBTN,0.49919155,0.00017513403,1,0
2023-09-10,BMRI,0.17119825,0.15907378,1,1
2023-09-10,BRIS,0.05204299,0.25265387,0,1
2023-09-10,GOTO,0.31839445,0.24863443,5,3
2023-09-11,ARTO,0.2684681,0.08379692,6,2
2023-09-11,BBCA,0.19868052,0.17040448,7,4
2023-09-11,BBNI,0.09365999,0.12206389,2,2
2023-09-11,BBRI,0.26709908,0.2600335,13,12
2023-09-11,BBTN,0.32150164,0.23316199,5,3
2023-09-11,BMRI,0.26926157,0.092677236,6,3
2023-09-11,BRIS,0.11171569,0.3342422,2,6
2023-09-11,GOTO,0.2408749,0.24551573,25,25
2023-09-12,ARTO,0.008996476,0.08575459,0,1
2023-09-12,BBCA,0.33040228,0.25886294,11,7
2023-09-12,BBNI,0.17367594,0.29808775,3,7
2023-09-12,BBRI,0.21909396,0.19955447,9,7
2023-09-12,BBTN,0.11713033,0.18417118,1,2
2023-09-12,BMRI,0.28154862,0.20632152,10,9
2023-09-12,BRIS,0.12558515,0.28157896,2,5
2023-09-12,GOTO,0.22933969,0.29298732,19,25
2023-09-13,ARTO,0.14480847,0.11929635,1,1
2023-09-13,BBCA,0.14751972,0.24963847,8,15
2023-09-13,BBNI,0.19000015,0.1660579,3,2
2023-09-13,BBRI,0.12332887,0.17233327,5,6
2023-09-13,BBTN,0.35685563,0.3898253,2,2
2023-09-13,BMRI,0.17242642,0.14705573,7,4
2023-09-13,BRIS,0.24478866,0.09828181,3,1
2023-09-13,GOTO,0.2965014,0.22303575,20,12
2023-09-14,ARTO,0.01531825,0.075315915,0,0
2023-09-14,BBCA,0.2246888,0.25531957,9,13
2023-09-14,BBNI,0.2935681,0.141527,7,4
2023-09-14,BBRI,0.2837442,0.19174704,10,9
2023-09-14,BBTN,0.21914709,0.33967757,1,1
2023-09-14,BMRI,0.33097056,0.09629204,12,4
2023-09-14,BRIS,0.18738669,0.11447963,3,2
2023-09-14,GOTO,0.22577968,0.16727217,13,7
2023-09-15,ARTO,0.19273764,0.20471044,1,1
2023-09-15,BBCA,0.3289052,0.19819544,18,8
2023-09-15,BBNI,0.28295684,0.27355492,3,4
2023-09-15,BBRI,0.33178428,0.18087111,14,5
2023-09-15,BBTN,0.33606523,0.20056361,6,4
2023-09-15,BMRI,0.44155106,0.14719562,17,4
2023-09-15,BRIS,0.10095269,0.2807763,1,5
2023-09-15,GOTO,0.19191992,0.21063471,16,13
2023-09-16,ARTO,0.0008761206,0.35750118,0,1
2023-09-16,BBCA,0.18357769,0.23365653,3,3
2023-09-16,BBNI,0.0057938686,0.20813116,0,1
2023-09-16,BBRI,0.367948,0.30850714,5,4
2023-09-16,BBTN,0.33520103,0.011702172,1,0
2023-09-16,BMRI,0.1825232,0.29378217,1,2
2023-09-16,BRIS,0.48318058,0.008098904,1,0
2023-09-16,GOTO,0.31690273,0.28200898,5,5
2023-09-17,ARTO,0.16188127,0.09496382,0,0
2023-09-17,BBCA,0.2912144,0.112623364,3,1
2023-09-17,BBNI,0.16511218,0.11921776,1,1
2023-09-17,BBRI,0.20641883,0.06673541,2,0
2023-09-17,BBTN,0.807163,0.03253252,2,0
2023-09-17,BMRI,0.2296365,0.011582651,2,0
2023-09-17,BRIS,0.28982797,0.025860762,0,0
2023-09-17,GOTO,0.21798596,0.40871805,1,5
2023-09-18,ARTO,0.29764012,0.156715,6,2
2023-09-18,BBCA,0.2027204,0.06547801,8,2
2023-09-18,BBNI,0.15239646,0.06466183,4,1
2023-09-18,BBRI,0.23898686,0.2224435,12,11
2023-09-18,BBTN,0.26614755,0.23065855,2,2
2023-09-18,BMRI,0.33561355,0.08906831,9,2
2023-09-18,BRIS,0.20371635,0.32817984,9,11
2023-09-18,GOTO,0.30214894,0.22397053,19,16
2023-09-19,ARTO,0.37419555,0.24740778,3,2
2023-09-19,BBCA,0.2050024,0.21435948,11,10
2023-09-19,BBNI,0.14707305,0.06599243,7,3
2023-09-19,BBRI,0.15445177,0.27794006,8,15
2023-09-19,BBTN,0.24543534,0.18569618,4,3
2023-09-19,BMRI,0.23453566,0.14584088,11,6
2023-09-19,BRIS,0.2528938,0.28632188,10,14
2023-09-19,GOTO,0.14145917,0.31118682,4,14
2023-09-20,ARTO,0.42999646,0.10790294,7,2
2023-09-20,BBCA,0.22518854,0.11509094,10,5
2023-09-20,BBNI,0.17974441,0.08571394,8,3
2023-09-20,BBRI,0.1655223,0.23218468,10,12
2023-09-20,BBTN,0.26098105,0.29108158,2,2
2023-09-20,BMRI,0.2328712,0.11337294,10,5
2023-09-20,BRIS,0.19594823,0.17968565,17,15
2023-09-20,GOTO,0.20881945,0.15849651,14,9
2023-09-21,ARTO,0.28879914,0.25958323,6,4
2023-09-21,BBCA,0.19082955,0.24382374,7,9
2023-09-21,BBNI,0.2637653,0.2289952,8,8
2023-09-21,BBRI,0.19769847,0.39575827,9,20
2023-09-21,BBTN,0.4037888,0.029129991,4,0
2023-09-21,BMRI,0.23125915,0.15819798,9,7
2023-09-21,BRIS,0.1323964,0.3562095,8,22
2023-09-21,GOTO,0.20769823,0.29321805,11,20
2023-09-22,ARTO,0.3516442,0.27134186,1,1
2023-09-22,BBCA,0.15355109,0.18018286,3,5
2023-09-22,BBNI,0.1977022,0.2561385,9,12
2023-09-22,BBRI,0.15481678,0.347531,7,16
2023-09-22,BBTN,0.28985786,0.12577173,3,1
2023-09-22,BMRI,0.28907228,0.14162062,9,5
2023-09-22,BRIS,0.22972,0.19541559,8,7
2023-09-22,GOTO,0.22908968,0.19108026,15,10
2023-09-23,ARTO,0.43778732,0.18293826,1,1
2023-09-23,BBCA,0.18367337,0.22219151,2,2
2023-09-23,BBNI,0.14359333,0.42225936,1,2
2023-09-23,BBRI,0.11959058,0.1901551,1,1
2023-09-23,BBTN,0.9989273,0.0008114683,1,0
2023-09-23,BMRI,0.014380548,0.043630008,0,0
2023-09-23,BRIS,0.18500432,0.27498233,1,3
2023-09-23,GOTO,0.26071224,0.31783983,6,5
2023-09-24,ARTO,0.503106,0.0021609054,1,0
2023-09-24,BBCA,0.16398941,0.13139702,2,2
2023-09-24,BBNI,0.17353731,0.05401181,2,1
2023-09-24,BBRI,0.16477057,0.16521776,3,3
2023-09-24,BBTN,0.0013261487,0.00078618975,0,0
2023-09-24,BMRI,0.0022722948,0.000682348,0,0
2023-09-24,BRIS,0.006296142,0.23187,0,1
2023-09-24,GOTO,0.31419432,0.18966039,6,3
2023-09-25,ARTO,0.15901785,0.041637108,1,0
2023-09-25,BBCA,0.15296976,0.3456372,7,19
2023-09-25,BBNI,0.2604788,0.2712949,22,23
2023-09-25,BBRI,0.17884776,0.33234385,15,30
2023-09-25,BBTN,0.270345,0.22390835,1,1
2023-09-25,BMRI,0.22342989,0.26849583,6,7
2023-09-25,BRIS,0.18014188,0.18607306,4,5
2023-09-25,GOTO,0.20519601,0.27473056,15,20
2023-09-26,ARTO,0.19244973,0.16954586,1,1
2023-09-26,BBCA,0.15600143,0.20833279,9,13
2023-09-26,BBNI,0.16409333,0.13241191,6,4
2023-09-26,BBRI,0.16462256,0.29290855,15,30
2023-09-26,BBTN,0.4197896,0.012578924,2,0
2023-09-26,BMRI,0.22249909,0.20824052,9,9
2023-09-26,BRIS,0.12150043,0.23513658,3,5
2023-09-26,GOTO,0.18069674,0.29894415,17,27
2023-09-27,ARTO,0.1975634,0.2136997,4,5
2023-09-27,BBCA,0.20215292,0.27507195,16,21
2023-09-27,BBNI,0.1780601,0.23591219,7,10
2023-09-27,BBRI,0.16005103,0.22755075,11,18
2023-09-27,BBTN,0.2808124,0.44586182,4,6
2023-09-27,BMRI,0.3400736,0.08085137,10,3
2023-09-27,BRIS,0.24651332,0.27165142,5,4
2023-09-27,GOTO,0.210633,0.3133943,19,27
2023-09-28,ARTO,0.41138244,0.06802966,1,0
2023-09-28,BBCA,0.18411961,0.2342706,6,7
2023-09-28,BBNI,0.085682146,0.2285361,1,2
2023-09-28,BBRI,0.30331397,0.095579766,6,2
2023-09-28,BBTN,0.39349958,0.4436108,3,4
2023-09-28,BMRI,0.23367865,0.1857024,3,2
2023-09-28,BRIS,0.19585907,0.20447512,1,1
2023-09-28,GOTO,0.24783655,0.42268482,5,8
2023-09-29,ARTO,0.12309801,0.07214989,0,0
2023-09-29,BBCA,0.14696902,0.3095406,10,21
2023-09-29,BBNI,0.21243627,0.13379237,10,6
2023-09-29,BBRI,0.1284413,0.28294894,5,10
2023-09-29,BBTN,0.002627964,0.014717256,0,0
2023-09-29,BMRI,0.22823499,0.12341874,5,2
2023-09-29,BRIS,0.16400018,0.22482133,3,4
2023-09-29,GOTO,0.17145947,0.3118519,14,24
2023-09-30,ARTO,0.2662031,0.04916967,1,0
2023-09-30,BBCA,0.19761288,0.15316784,5,2
2023-09-30,BBNI,0.23643136,0.12376301,3,1
2023-09-30,BBRI,0.30300528,0.06574797,5,0
2023-09-30,BBTN,0.2992277,0.1594553,1,0
2023-09-30,BMRI,0.21995737,0.17819853,2,1
2023-09-30,BRIS,0.5867592,0.21666527,3,1
2023-09-30,GOTO,0.0788989,0.42789173,0,6
2023-10-01,ARTO,0.4031869,0.20297964,2,0
2023-10-01,BBCA,0.10887706,0.27399158,2,6
2023-10-01,BBNI,0.3220144,0.012763892,4,0
2023-10-01,BBRI,0.2752416,0.27834153,7,6
2023-10-01,BBTN,0.394203,0.27198678,2,1
2023-10-01,BMRI,0.47545552,0.0037545518,5,0
2023-10-01,BRIS,0.070126675,0.10563387,0,0
2023-10-01,GOTO,0.33717057,0.30094844,6,5
2023-10-02,ARTO,0.20971255,0.047286484,0,0
2023-10-02,BBCA,0.20330656,0.15817428,13,11
2023-10-02,BBNI,0.24559067,0.12988976,13,7
2023-10-02,BBRI,0.21457668,0.108265296,8,4
2023-10-02,BBTN,0.08301512,0.43378174,1,7
2023-10-02,BMRI,0.374563,0.06456843,19,3
2023-10-02,BRIS,0.15893988,0.24180587,2,4
2023-10-02,GOTO,0.16565605,0.26458505,10,19
2023-10-03,ARTO,0.17790835,0.5733599,2,7
2023-10-03,BBCA,0.1586563,0.19320665,7,11
2023-10-03,BBNI,0.3144213,0.21694653,11,7
2023-10-03,BBRI,0.12880327,0.3240656,6,17
2023-10-03,BBTN,0.23758481,0.31938937,5,7
2023-10-03,BMRI,0.21490343,0.08706827,7,3
2023-10-03,BRIS,0.13361456,0.37954304,9,26
2023-10-03,GOTO,0.24537018,0.27340692,28,28
2023-10-04,ARTO,0.48344857,0.18581958,4,2
2023-10-04,BBCA,0.16636387,0.27120742,14,24
2023-10-04,BBNI,0.22463292,0.1246656,10,4
2023-10-04,BBRI,0.14186233,0.26130202,7,14
2023-10-04,BBTN,0.12640609,0.22875443,1,3
2023-10-04,BMRI,0.28403416,0.15145053,15,7
2023-10-04,BRIS,0.1572694,0.33198038,6,14
2023-10-04,GOTO,0.1805511,0.26976335,18,28
2023-10-05,ARTO,0.10556232,0.33831325,1,3
2023-10-05,BBCA,0.17853482,0.21531223,14,13
2023-10-05,BBNI,0.20949541,0.06729869,8,2
2023-10-05,BBRI,0.12386262,0.2892327,10,23
2023-10-05,BBTN,0.31777206,0.12598586,3,1
2023-10-05,BMRI,0.18248168,0.20626631,11,13
2023-10-05,BRIS,0.115357645,0.3121556,4,12
2023-10-05,GOTO,0.19925952,0.2264137,14,18
2023-10-06,ARTO,0.04854207,0.17132714,0,1
2023-10-06,BBCA,0.16652176,0.14539468,6,4
2023-10-06,BBNI,0.23861396,0.19736029,17,12
2023-10-06,BBRI,0.17322011,0.24380675,9,12
2023-10-06,BBTN,0.45597044,0.08469097,6,1
2023-10-06,BMRI,0.23302959,0.060335327,9,0
2023-10-06,BRIS,0.1449748,0.4167554,3,12
2023-10-06,GOTO,0.20449218,0.37326923,12,25
2023-10-07,ARTO,0.19508831,0.004059022,1,0
2023-10-07,BBCA,0.13558121,0.41530144,2,7
2023-10-07,BBNI,0.26239374,0.1887072,2,1
2023-10-07,BBRI,0.18253659,0.24917246,3,4
2023-10-07,BBTN,0.28122315,0.0564616,1,0
2023-10-07,BMRI,0.3734427,0.102867685,4,1
2023-10-07,BRIS,0.25323656,0.24465057,2,2
2023-10-07,GOTO,0.16969413,0.3407176,3,7
2023-10-08,ARTO,0.25120324,0.008445209,1,0
2023-10-08,BBCA,0.061527386,0.54869866,1,7
2023-10-08,BBNI,0.061101906,0.2297055,1,2
2023-10-08,BBRI,0.16842747,0.3430591,3,6
2023-10-08,BBTN,0.33086774,0.32236665,1,1
2023-10-08,BMRI,0.19589636,0.12083077,3,1
2023-10-08,BRIS,0.044399768,0.05960569,0,0
2023-10-08,GOTO,0.3207375,0.37047362,5,5
2023-10-09,ARTO,0.077492096,0.014345342,0,0
2023-10-09,BBCA,0.15042087,0.2429673,5,9
2023-10-09,BBNI,0.15038158,0.29239666,5,12
