date,Close,Open,High,Low,Volume,macd,macd_signal,macd_hist,rsi,relevant_issuer
2023-01-29,117.0,115.0,118.0,115.0,2312463700.0,4.374891030967589,3.8055350983870126,0.5693559325805766,65.3651555762638,GOTO
2023-01-30,113.0,117.0,117.0,112.0,1897149400.0,3.9506053844934854,3.8345491556083076,0.11605622888517786,55.86133902942061,GOTO
2023-01-31,112.0,111.0,113.0,109.0,2829940300.0,3.493394631449746,3.7663182507765955,-0.2729236193268494,53.7570198108457,GOTO
2023-02-01,113.0,112.0,115.0,111.0,1700620900.0,3.175142393236584,3.648083079268593,-0.47294068603200934,55.559872569452075,GOTO
2023-02-02,124.0,115.0,125.0,114.0,5979663900.0,3.7671083901551725,3.6718881414459092,0.09522024870926327,69.59987497079835,GOTO
2023-02-03,124.0,125.0,128.0,122.0,5190364600.0,4.187969403237787,3.775104393804285,0.412865009433502,69.59987497079835,GOTO
2023-02-04,124.0,125.0,128.0,122.0,5190364600.0,4.4699776681516425,3.9140790486737567,0.5558986194778859,69.59987497079835,GOTO
2023-02-05,124.0,125.0,128.0,122.0,5190364600.0,4.639984398005495,4.059260118540105,0.5807242794653904,69.59987497079835,GOTO
2023-02-06,120.0,124.0,124.0,120.0,1841316100.0,4.4012149197086075,4.127651078773805,0.273563840934802,60.28443965350029,GOTO
2023-02-07,123.0,120.0,127.0,120.0,3152141000.0,4.403304759564776,4.1827818149319995,0.22052294463277633,64.15898656187443,GOTO
2023-02-08,120.0,124.0,125.0,119.0,2783546200.0,4.115445747947092,4.169314601535018,-0.05386885358792615,58.05918321398652,GOTO
2023-02-09,112.0,121.0,123.0,112.0,4689388000.0,3.2048388784694595,3.976419456921907,-0.7715805784524474,45.60705049950542,GOTO
2023-02-10,105.0,105.0,105.0,105.0,803642100.0,1.8964735091810638,3.5604302673737385,-1.6639567581926746,37.93949245962755,GOTO
2023-02-11,105.0,105.0,105.0,105.0,803642100.0,0.8497886926823952,3.01830195243547,-2.168513259753075,37.93949245962755,GOTO
2023-02-12,105.0,105.0,105.0,105.0,803642100.0,0.02005228439787743,2.418652018827952,-2.3985997344300745,37.93949245962755,GOTO
2023-02-13,116.0,102.0,117.0,102.0,10237417900.0,0.24723826327013398,1.9843692677163884,-1.7371310044462545,53.336893687230734,GOTO
2023-02-14,119.0,118.0,122.0,117.0,3064020800.0,0.6617316853122759,1.719841751235566,-1.05811006592329,56.50625777751847,GOTO
2023-02-15,118.0,120.0,120.0,115.0,2380264800.0,0.8991640622932948,1.5557062134471118,-0.656542151153817,55.161337009912614,GOTO
2023-02-16,121.0,121.0,122.0,118.0,3517295200.0,1.3142559352864822,1.507416157814986,-0.19316022252850384,58.36306781589216,GOTO
2023-02-17,125.0,122.0,127.0,122.0,7119364700.0,1.943581409166768,1.5946492080853425,0.34893220108142553,62.235140117439876,GOTO
2023-02-18,125.0,122.0,127.0,122.0,7119364700.0,2.414493601988454,1.7586180868659649,0.6558755151224891,62.235140117439876,GOTO
2023-02-19,125.0,122.0,127.0,122.0,7119364700.0,2.7559263046038893,1.95807973041355,0.7978465741903393,62.235140117439876,GOTO
2023-02-20,122.0,127.0,128.0,120.0,6531728900.0,2.752707751899692,2.1170053347107785,0.6357024171889134,57.24811833566603,GOTO
2023-02-21,121.0,122.0,123.0,120.0,2981870500.0,2.6390441251154897,2.221413092791721,0.41763103232376864,55.647403653942476,GOTO
2023-02-22,116.0,119.0,120.0,113.0,4313464600.0,2.1210564502832483,2.2013417642900266,-0.0802853140067783,48.365526920591364,GOTO
2023-02-23,116.0,118.0,119.0,115.0,1792625000.0,1.6910540674342514,2.099284224918872,-0.40823015748462055,48.365526920591364,GOTO
2023-02-24,120.0,118.0,122.0,116.0,2459039400.0,1.653974661299742,2.010222312195046,-0.3562476508953041,53.95579631421679,GOTO
2023-02-25,120.0,118.0,122.0,116.0,2459039400.0,1.6060751304388106,1.929392875843799,-0.3233177454049885,53.95579631421679,GOTO
2023-02-26,120.0,118.0,122.0,116.0,2459039400.0,1.5502441574800798,1.8535631321710553,-0.30331897469097546,53.95579631421679,GOTO
2023-02-27,118.0,120.0,122.0,117.0,2102524600.0,1.3292911825696194,1.7487087422507683,-0.4194175596811489,50.53881873865606,GOTO
2023-02-28,118.0,118.0,119.0,114.0,3160179500.0,1.1410312599751649,1.6271732457956478,-0.48614198582048296,50.538818738656076,GOTO
2023-03-01,122.0,119.0,123.0,118.0,3981849100.0,1.2996192834698235,1.561662453330483,-0.26204316986065956,56.87379036708772,GOTO
2023-03-02,121.0,122.0,125.0,120.0,2722610100.0,1.3292866034902033,1.5151872833624274,-0.18590067987222403,54.977985202353636,GOTO
2023-03-03,124.0,123.0,124.0,122.0,2184394100.0,1.5766979043210938,1.5274894075541607,0.04920849676693306,59.35515086051522,GOTO
2023-03-04,124.0,123.0,124.0,122.0,2184394100.0,1.7525705997946233,1.5725056460022535,0.18006495379236975,59.35515086051522,GOTO
2023-03-05,124.0,123.0,124.0,122.0,2184394100.0,1.87039028314517,1.6320825734308368,0.23830770971433313,59.35515086051522,GOTO
2023-03-06,128.0,125.0,129.0,124.0,3565585900.0,2.2604724819737214,1.7577605551394138,0.5027119268343077,65.01879108716247,GOTO
2023-03-07,129.0,129.0,132.0,128.0,3716219500.0,2.620104147928018,1.9302292736971345,0.6898748742308833,66.28368734092304,GOTO
2023-03-08,130.0,129.0,131.0,126.0,4066125000.0,2.951780192217811,2.13453945740127,0.8172407348165409,67.54741662639714,GOTO
2023-03-09,129.0,131.0,132.0,128.0,1922759300.0,3.098229740396789,2.327277514000374,0.7709522263964153,64.92668882548884,GOTO
2023-03-10,125.0,128.0,129.0,123.0,2305501400.0,2.858573634378672,2.4335367380760338,0.4250368963026383,55.62929178813199,GOTO
2023-03-11,125.0,128.0,129.0,123.0,2305501400.0,2.6382325412376133,2.47447589870835,0.16375664252926336,55.62929178813198,GOTO
2023-03-12,125.0,128.0,129.0,123.0,2305501400.0,2.435535302551756,2.466687779477031,-0.03115247692527534,55.62929178813198,GOTO
2023-03-13,126.0,124.0,129.0,121.0,4384992200.0,2.3287436163727904,2.4390989468561832,-0.11035533048339286,57.52832085743397,GOTO
2023-03-14,121.0,126.0,127.0,118.0,3852415800.0,1.8196761287240406,2.3152143832297547,-0.4955382545057141,46.75362078667401,GOTO
2023-03-15,121.0,124.0,125.0,119.0,2901497800.0,1.4000970300964042,2.1321909126030847,-0.7320938825066805,46.75362078667402,GOTO
2023-03-16,117.0,121.0,121.0,116.0,2841755000.0,0.7363231262702357,1.8530173553365148,-1.1166942290662791,39.83190282336517,GOTO
2023-03-17,116.0,119.0,121.0,113.0,32313523000.0,0.1281091204090643,1.5080357083510247,-1.3799265879419604,38.30511018508385,GOTO
2023-03-18,116.0,119.0,121.0,113.0,32313523000.0,-0.3498717573500869,1.1364542152108026,-1.4863259725608895,38.30511018508385,GOTO
2023-03-19,116.0,119.0,121.0,113.0,32313523000.0,-0.7203710575049911,0.7650891606676439,-1.4854602181726348,38.30511018508385,GOTO
2023-03-20,108.0,115.0,116.0,108.0,2668874300.0,-1.6406155683670391,0.2839482148607073,-1.9245637832277465,27.697216360326024,GOTO
2023-03-21,110.0,105.0,111.0,103.0,4488734000.0,-2.183364224246219,-0.20951427296067798,-1.973849951285541,32.71396216071365,GOTO
2023-03-22,110.0,105.0,111.0,103.0,4488734000.0,-2.583713009060446,-0.6843540201806316,-1.8993589888798144,32.713962160713635,GOTO
2023-03-23,110.0,105.0,111.0,103.0,4488734000.0,-2.8679325640110704,-1.1210697289467193,-1.7468628350643511,32.713962160713635,GOTO
2023-03-24,115.0,112.0,115.0,111.0,3443576100.0,-2.6590683114622777,-1.428669445449831,-1.2303988660124467,44.69570506736788,GOTO
2023-03-25,115.0,112.0,115.0,111.0,3443576100.0,-2.4651254547763415,-1.6359606473151331,-0.8291648074612084,44.69570506736788,GOTO
2023-03-26,115.0,112.0,115.0,111.0,3443576100.0,-2.285083325409559,-1.7657851829340185,-0.5192981424755405,44.69570506736788,GOTO
2023-03-27,115.0,115.0,117.0,113.0,1617901800.0,-2.117983841428071,-1.836224914632829,-0.28175892679524184,44.69570506736788,GOTO
2023-03-28,118.0,116.0,118.0,115.0,1387924500.0,-1.7236126349875747,-1.8137024587037782,0.09008982371620355,51.6447995000113,GOTO
2023-03-29,116.0,118.0,119.0,115.0,1977520400.0,-1.554534195354833,-1.7618688060339893,0.20733461067915626,47.3713503326276,GOTO
2023-03-30,112.0,117.0,118.0,112.0,2526198500.0,-1.7234381620772723,-1.7541826772426459,0.030744515165373576,40.20571902056789,GOTO
2023-03-31,109.0,113.0,113.0,109.0,3196675600.0,-2.0754462481181832,-1.8184353914177536,-0.25701085670042967,35.82836536582049,GOTO
2023-04-01,109.0,113.0,113.0,109.0,3196675600.0,-2.327584250023534,-1.9202651631389098,-0.40731908688462437,35.82836536582049,GOTO
2023-04-02,109.0,113.0,113.0,109.0,3196675600.0,-2.4986030919719013,-2.035932748905508,-0.4626703430663932,35.82836536582049,GOTO
2023-04-03,110.0,110.0,112.0,108.0,2176615600.0,-2.5243460240742195,-2.1336154039392503,-0.3907306201349692,38.610944653944,GOTO
2023-04-04,110.0,111.0,111.0,108.0,1399590200.0,-2.5157475119142276,-2.2100418255342458,-0.30570568637998186,38.610944653944,GOTO
2023-04-05,107.0,110.0,111.0,106.0,1999771000.0,-2.7196575378639096,-2.3119649680001784,-0.40769256986373126,33.54943288701567,GOTO
2023-04-06,101.0,107.0,107.0,100.0,7200599200.0,-3.3270553355411465,-2.5149830415083723,-0.8120722940327743,26.162505428844597,GOTO
2023-04-07,101.0,107.0,107.0,100.0,7200599200.0,-3.7650216404388033,-2.7649907612944586,-1.0000308791443446,26.162505428844597,GOTO
2023-04-08,101.0,107.0,107.0,100.0,7200599200.0,-4.065251404783822,-3.0250428899923314,-1.040208514791491,26.162505428844597,GOTO
2023-04-09,101.0,107.0,107.0,100.0,7200599200.0,-4.254146503290215,-3.270863612651908,-0.9832828906383071,26.162505428844597,GOTO
2023-04-10,94.0,100.0,101.0,94.0,3861318900.0,-4.912065494960004,-3.5991039891135275,-1.3129615058464763,19.444263124347174,GOTO
2023-04-11,99.0,92.0,100.0,89.0,6028078200.0,-4.972690739203173,-3.873821339131457,-1.0988694000717163,32.73175665668752,GOTO
2023-04-12,93.0,99.0,99.0,93.0,4201086400.0,-5.442152788234679,-4.187487628952102,-1.2546651592825775,26.980502558011906,GOTO
2023-04-13,91.0,89.0,93.0,89.0,5309690000.0,-5.907490259262374,-4.531488155014157,-1.3760021042482178,25.379681327603834,GOTO
2023-04-14,92.0,92.0,97.0,92.0,3715705000.0,-6.124976992867971,-4.85018592258492,-1.274791070283051,27.689865775512203,GOTO
2023-04-15,92.0,92.0,97.0,92.0,3715705000.0,-6.225572274264181,-5.125263192920773,-1.1003090813434078,27.689865775512203,GOTO
2023-04-16,92.0,92.0,97.0,92.0,3715705000.0,-6.233439548585821,-5.346898464053783,-0.8865410845320376,27.689865775512203,GOTO
2023-04-17,92.0,93.0,94.0,92.0,1183018800.0,-6.168567019366762,-5.511232175116379,-0.657334844250383,27.689865775512203,GOTO
2023-04-18,95.0,93.0,95.0,92.0,956809400.0,-5.808127664344823,-5.5706112729620685,-0.23751639138275493,35.7200428695797,GOTO
2023-04-19,95.0,93.0,95.0,92.0,956809400.0,-5.459542669221136,-5.548397552213882,0.08885488299274602,35.7200428695797,GOTO
2023-04-20,95.0,93.0,95.0,92.0,956809400.0,-5.124217756583249,-5.463561593087756,0.33934383650450695,35.7200428695797,GOTO
2023-04-21,95.0,93.0,95.0,92.0,956809400.0,-4.803103163985668,-5.331469907267339,0.528366743281671,35.7200428695797,GOTO
2023-04-22,95.0,93.0,95.0,92.0,956809400.0,-4.496781438571773,-5.164532213528226,0.6677507749564526,35.7200428695797,GOTO
2023-04-23,95.0,93.0,95.0,92.0,956809400.0,-4.205540412238136,-4.972733853270208,0.767193441032072,35.7200428695797,GOTO
2023-04-24,95.0,93.0,95.0,92.0,956809400.0,-3.9294337344868495,-4.764073829513537,0.8346400950266872,35.7200428695797,GOTO
2023-04-25,95.0,93.0,95.0,92.0,956809400.0,-3.6683309671946773,-4.544925257049766,0.8765942898550882,35.7200428695797,GOTO
2023-04-26,95.0,94.0,96.0,92.0,1838524300.0,-3.4219589305162543,-4.320331991743063,0.8983730612268088,35.7200428695797,GOTO
2023-04-27,99.0,95.0,104.0,95.0,6059435200.0,-2.8708474039959384,-4.030435074193639,1.1595876701977001,50.112079194517335,GOTO
2023-04-28,104.0,101.0,105.0,101.0,2867792700.0,-2.007488260380356,-3.6258457114309826,1.6183574510506267,61.66592061201651,GOTO
2023-04-29,104.0,101.0,105.0,101.0,2867792700.0,-1.3081899198225102,-3.1623145531092884,1.8541246332867782,61.66592061201651,GOTO
2023-04-30,104.0,101.0,105.0,101.0,2867792700.0,-0.7453984573361936,-2.6789313339546696,1.933532876618476,61.66592061201651,GOTO
2023-05-01,104.0,101.0,105.0,101.0,2867792700.0,-0.2959704060168633,-2.2023391483671086,1.9063687423502453,61.665920612016514,GOTO
2023-05-02,103.0,104.0,106.0,102.0,1693370400.0,-0.02025360904566753,-1.7659220405028204,1.745668431457153,58.04934890564855,GOTO
2023-05-03,100.0,103.0,103.0,98.0,1730877700.0,-0.04332160447798117,-1.4214019532978528,1.3780803488198716,48.80239066936845,GOTO
2023-05-04,109.0,99.0,110.0,98.0,3369407700.0,0.6570475911745177,-1.0057120444033787,1.6627596355778964,66.19827061417598,GOTO
2023-05-05,106.0,109.0,110.0,104.0,2975647100.0,0.9589659343076846,-0.6127764486611661,1.5717423829688508,59.00171355466097,GOTO
2023-05-06,106.0,109.0,110.0,104.0,2975647100.0,1.184583258023892,-0.25330450732415455,1.4378877653480466,59.00171355466097,GOTO
2023-05-07,106.0,109.0,110.0,104.0,2975647100.0,1.3478494431801806,0.0669262827767125,1.280923160403468,59.00171355466097,GOTO
2023-05-08,106.0,107.0,110.0,104.0,4112031600.0,1.460404437896031,0.3456219138005762,1.1147825240954548,59.00171355466097,GOTO
2023-05-09,109.0,108.0,112.0,106.0,4163694900.0,1.7712620042643294,0.630749931893327,1.1405120723710025,64.23185338134296,GOTO
2023-05-10,118.0,110.0,118.0,109.0,5985097900.0,2.7125747755869156,1.0471149006320446,1.665459874954871,74.67111198796596,GOTO
2023-05-11,116.0,118.0,120.0,112.0,5735445800.0,3.2596138439953535,1.4896146893047064,1.769999154690647,69.7960910081616,GOTO
2023-05-12,116.0,119.0,119.0,115.0,7172558200.0,3.6510591101957317,1.9219035734829117,1.72915553671282,69.7960910081616,GOTO
2023-05-13,116.0,119.0,119.0,115.0,7172558200.0,3.91613948559268,2.3207507559048652,1.5953887296878149,69.7960910081616,GOTO
2023-05-14,116.0,119.0,119.0,115.0,7172558200.0,4.079195170184661,2.6724396387608245,1.406755531423837,69.7960910081616,GOTO
2023-05-15,117.0,116.0,118.0,115.0,3529135200.0,4.240230875546644,2.9859978861179886,1.254232989428655,71.06647203785735,GOTO
2023-05-16,118.0,117.0,119.0,117.0,3114216300.0,4.397848811365321,3.268368071167455,1.1294807401978662,72.32024188486497,GOTO
2023-05-17,113.0,118.0,120.0,113.0,5600706400.0,4.072360313088069,3.429166519551578,0.6431937935364909,58.6381787581653,GOTO
2023-05-18,113.0,118.0,120.0,113.0,5600706400.0,3.770939292351329,3.497521074111529,0.2734182182398004,58.6381787581653,GOTO
2023-05-19,115.0,114.0,116.0,113.0,4126088800.0,3.6513537143683834,3.5282876021629,0.12306611220548325,61.975405176849435,GOTO
2023-05-20,115.0,114.0,116.0,113.0,4126088800.0,3.516050441425989,3.525840170015518,-0.0097897285895292,61.975405176849435,GOTO
2023-05-21,115.0,114.0,116.0,113.0,4126088800.0,3.369974652751168,3.4946670665626485,-0.12469241381148066,61.975405176849435,GOTO
2023-05-22,114.0,115.0,117.0,114.0,4223065800.0,3.1373514604532033,3.42320394534076,-0.28585248488755655,59.00250371231372,GOTO
2023-05-23,115.0,115.0,115.0,113.0,4101063300.0,2.999115609388383,3.338386278150285,-0.3392706687619018,61.016358836446535,GOTO
2023-05-24,114.0,114.0,114.0,112.0,3315936800.0,2.77686113223632,3.2260812489674917,-0.4492201167311718,57.95076411697989,GOTO
2023-05-25,111.0,113.0,114.0,111.0,4108225400.0,2.331768751194261,3.0472187494128455,-0.7154499982185847,49.85780182325302,GOTO
2023-05-26,104.0,112.0,112.0,104.0,3861463800.0,1.3980722275721718,2.7173894450447107,-1.319317217472539,36.906516434666955,GOTO
2023-05-27,104.0,112.0,112.0,104.0,3861463800.0,0.6506111651608819,2.3040337890679448,-1.6534226239070628,36.906516434666955,GOTO
2023-05-28,104.0,112.0,112.0,104.0,3861463800.0,0.057579151418011065,1.8547428615379582,-1.7971637101199471,36.906516434666955,GOTO
2023-05-29,108.0,104.0,109.0,103.0,4966821400.0,-0.08861492375281443,1.4660713044798037,-1.5546862282326182,46.774252353913006,GOTO
2023-05-30,109.0,109.0,112.0,108.0,6084098600.0,-0.1223725048837565,1.1483825426070917,-1.2707550474908482,48.92488891035536,GOTO
2023-05-31,147.0,110.0,147.0,104.0,45941761600.0,2.883912837590657,1.495488601603805,1.388424235986852,80.75205311123916,GOTO
2023-06-01,147.0,110.0,147.0,104.0,45941761600.0,5.206399498075285,2.2376707808981013,2.968728717177184,80.75205311123916,GOTO
2023-06-02,147.0,110.0,147.0,104.0,45941761600.0,6.966679365998289,3.183472497918139,3.78320686808015,80.75205311123916,GOTO
2023-06-03,147.0,110.0,147.0,104.0,45941761600.0,8.266423657208634,4.2000627297762385,4.066360927432395,80.75205311123916,GOTO
2023-06-04,147.0,110.0,147.0,104.0,45941761600.0,9.190537575881024,5.198157698997196,3.9923798768838274,80.75205311123916,GOTO
2023-06-05,125.0,125.0,125.0,125.0,3172186900.0,8.05483722639778,5.769493604477313,2.2853436219204664,53.0363980634529,GOTO
2023-06-06,119.0,115.0,128.0,115.0,10144690900.0,6.594618009835159,5.934518485548883,0.6600995242862764,48.17962061611967,GOTO
2023-06-07,116.0,119.0,121.0,114.0,3605306400.0,5.136103033783698,5.774835395195846,-0.6387323614121483,45.91555649877183,GOTO
2023-06-08,125.0,115.0,125.0,113.0,5204715100.0,4.6528094994552305,5.550430216047723,-0.8976207165924928,53.04439426373046,GOTO
2023-06-09,127.0,125.0,130.0,124.0,7178210900.0,4.38068140846336,5.316480454530851,-0.9357990460674905,54.48027434656145,GOTO
2023-06-10,127.0,125.0,130.0,124.0,7178210900.0,4.117553343914608,5.076695032407603,-0.9591416884929949,54.48027434656145,GOTO
2023-06-11,127.0,125.0,130.0,124.0,7178210900.0,3.864475192556881,4.834251064437459,-0.9697758718805778,54.48027434656145,GOTO
2023-06-12,124.0,126.0,127.0,123.0,3813070300.0,3.382838746991041,4.543968600948176,-1.161129853957135,51.52824041152136,GOTO
2023-06-13,121.0,123.0,124.0,119.0,4021624800.0,2.727621147223047,4.18069911020315,-1.4530779629801032,48.68717446704713,GOTO
2023-06-14,116.0,121.0,122.0,115.0,3500010200.0,1.7843296243595148,3.7014252130344234,-1.9170955886749086,44.30286457817711,GOTO
2023-06-15,116.0,116.0,117.0,114.0,3125574800.0,1.0249493187045147,3.166130034168442,-2.1411807154639275,44.30286457817711,GOTO
2023-06-16,117.0,117.0,117.0,115.0,4424854900.0,0.49808498443117344,2.6325210242209884,-2.134436039789815,45.44243460066959,GOTO
2023-06-17,117.0,117.0,117.0,115.0,4424854900.0,0.07962335519215458,2.121941490415222,-2.0423181352230673,45.44243460066959,GOTO
2023-06-18,117.0,117.0,117.0,115.0,4424854900.0,-0.2491385862935971,1.6477254750734582,-1.8968640613670553,45.44243460066959,GOTO
2023-06-19,117.0,119.0,119.0,117.0,2266856900.0,-0.5038764198075825,1.21740509609725,-1.7212815159048325,45.44243460066959,GOTO
2023-06-20,118.0,118.0,119.0,117.0,1709433100.0,-0.617943082306482,0.8503354604165037,-1.4682785427229856,46.90364121534297,GOTO
2023-06-21,118.0,118.0,119.0,117.0,1370411600.0,-0.700269463668235,0.5402144755995559,-1.2404839392677909,46.90364121534297,GOTO
2023-06-22,115.0,118.0,118.0,115.0,2221730900.0,-0.9961061503343558,0.2329503504127736,-1.2290565007471295,42.90548225611138,GOTO
2023-06-23,113.0,115.0,116.0,113.0,1320419500.0,-1.3760795527042688,-0.08885563021063486,-1.287223922493634,40.43112315781815,GOTO
2023-06-24,113.0,115.0,116.0,113.0,1320419500.0,-1.6580976935615581,-0.4027040428808195,-1.2553936506807386,40.43112315781815,GOTO
2023-06-25,113.0,115.0,116.0,113.0,1320419500.0,-1.8601563772125758,-0.6941945097471709,-1.1659618674654049,40.43112315781815,GOTO
2023-06-26,114.0,112.0,114.0,110.0,2611487000.0,-1.9174940196489985,-0.9388544117275365,-0.978639607921462,42.50187325582881,GOTO
2023-06-27,110.0,113.0,114.0,109.0,3955498600.0,-2.259653209368139,-1.203014171255657,-1.056639038112482,36.96634063128148,GOTO
2023-06-28,110.0,113.0,114.0,109.0,3955498600.0,-2.5019756148818004,-1.4628064599808859,-1.0391691549009145,36.96634063128148,GOTO
2023-06-29,110.0,113.0,114.0,109.0,3955498600.0,-2.663316808775619,-1.7029085297398328,-0.9604082790357862,36.96634063128148,GOTO
2023-06-30,110.0,113.0,114.0,109.0,3955498600.0,-2.7593725383645022,-1.9142013314647666,-0.8451712068997357,36.966340631281476,GOTO
2023-07-01,110.0,113.0,114.0,109.0,3955498600.0,-2.8031840354684476,-2.0919978722655026,-0.711186163202945,36.966340631281476,GOTO
2023-07-02,110.0,113.0,114.0,109.0,3955498600.0,-2.8055641652738927,-2.234711130867181,-0.5708530344067118,36.966340631281476,GOTO
2023-07-03,112.0,110.0,112.0,109.0,1637731700.0,-2.6159125385941167,-2.3109514124125683,-0.30496112618154836,42.7791217114493,GOTO
2023-07-04,109.0,112.0,112.0,108.0,1577276000.0,-2.6768303520091763,-2.38412720033189,-0.2927031516772862,37.23271075168645,GOTO
2023-07-05,109.0,109.0,110.0,107.0,1323145400.0,-2.6940527944054935,-2.4461123191466108,-0.24794047525888274,37.23271075168645,GOTO
2023-07-06,112.0,108.0,112.0,108.0,1816152500.0,-2.437528465292573,-2.444395548375803,0.006867083083230252,45.43711209046501,GOTO
2023-07-07,108.0,111.0,112.0,108.0,1548015500.0,-2.5278580824799803,-2.4610880551966385,-0.0667700272833418,38.25676849574362,GOTO
2023-07-08,108.0,111.0,112.0,108.0,1548015500.0,-2.569821650561508,-2.4828347742696124,-0.0869868762918955,38.25676849574362,GOTO
2023-07-09,108.0,111.0,112.0,108.0,1548015500.0,-2.573413373126101,-2.50095049404091,-0.07246287908519111,38.25676849574363,GOTO
2023-07-10,108.0,108.0,109.0,107.0,906201900.0,-2.54690075264962,-2.5101405457626518,-0.03676020688696813,38.25676849574362,GOTO
2023-07-11,106.0,108.0,110.0,106.0,2241201500.0,-2.656648406092259,-2.5394421178285733,-0.11720628826368573,34.581515304412406,GOTO
2023-07-12,108.0,106.0,108.0,105.0,1657452800.0,-2.5528136798026964,-2.5421164302233983,-0.010697249579298074,40.715015385343634,GOTO
2023-07-13,109.0,108.0,110.0,107.0,2486433600.0,-2.362597712711974,-2.5062126867211134,0.14361497400913947,43.564179253564745,GOTO
2023-07-14,113.0,108.0,114.0,108.0,2787282700.0,-1.8675555993193882,-2.3784812692407686,0.5109256699213804,53.243767821111526,GOTO
2023-07-15,113.0,108.0,114.0,108.0,2787282700.0,-1.4584194067830936,-2.1944688967492336,0.7360494899661401,53.243767821111526,GOTO
2023-07-16,113.0,108.0,114.0,108.0,2787282700.0,-1.1212509436075635,-1.9798253061208997,0.8585743625133362,53.243767821111526,GOTO
2023-07-17,118.0,112.0,119.0,111.0,5259739000.0,-0.44544943036623863,-1.6729501309699675,1.2275007006037288,63.1193854251765,GOTO
